geo	Month	Central.estimate	bottom	lower_band	central_band	upper_band	Long.run	commentary_central	commentary_higher	commentary_lower
1	19875	5.375	5	0.25	0.25	0.25		The Fed is firmly in wait and see mode.	While the possibility of a raise was discussed in the May FOMC minutes, the consensus is still that this is very unlikely. The Fed would have to see a sharp re-acceleration of inflation for this to become likely.	Very sharp fall in employment, concurrent with rapid disinflation evident in May inflation data.
1	19905	5.375	5	0.25	0.25	0.25		The Fed waits for a few months of good inflation data before considering a cut.	Re-acceleration of inflation and tightening of labour market.	Very sharp fall in employment, concurrent with rapid disinflation in both May and June CPI.
1	19936		4.85	0.3	0.25	0.25				
1	19967		4.7	0.35	0.25	0.25				
1	19997		4.55	0.4	0.25	0.25				
1	20028		4.4	0.45	0.25	0.25				
1	20058	4.875	4.25	0.5	0.25	0.25		Disinflation does kick in, but with a slight lag	US private demand remains resilient, labour market stays tight , policy error	Cliff-edge transmission leading to suddenly weaker demand and rapid disinflation; Global disinflation from supply-side shock
1	20089		4.16666666666667	0.5	0.25	0.291666666666667				
1	20120		4.08333333333333	0.5	0.25	0.333333333333333				
1	20148		4	0.5	0.25	0.375				
1	20179		3.91666666666667	0.5	0.25	0.416666666666667				
1	20209		3.83333333333333	0.5	0.25	0.458333333333333				
1	20240	4.375	3.75	0.5	0.25	0.5				
1	20270		3.58333333333333	0.541666666666667	0.291666666666667	0.583333333333333				
1	20301		3.41666666666667	0.583333333333333	0.333333333333333	0.666666666666667				
1	20332		3.25	0.625	0.375	0.75				
1	20362		3.08333333333333	0.666666666666667	0.416666666666667	0.833333333333333				
1	20393		2.91666666666667	0.708333333333333	0.458333333333333	0.916666666666667				
1	20423	3.75	2.75	0.75	0.5	1		The Fed continues its gradual accommodation of monetary policy through the early days of the new administration, seeking to achieve a neutral interest rate by year end. It says policy is no longer significantly restrictive.	Concerns about remaining inflationary pressure, a new administration’s loose fiscal policy and international supply shocks prevent the Fed from removing its restrictive stance of policy.	Interest rates are cut rapidly as the economy continues to weaken forcing the Fed to move towards a stimulative position again.
1	20454		2.625	0.791666666666667	0.5	1.08333333333333				
1	20485		2.5	0.833333333333333	0.5	1.16666666666667				
1	20513		2.375	0.875	0.5	1.25				
1	20544		2.25	0.916666666666667	0.5	1.33333333333333				
1	20574		2.125	0.958333333333333	0.5	1.41666666666667				
1	20605	3.25	2	1	0.5	1.5	3.25	The Fed hails its achievement of a neutral rate of interest in a relatively stable US economic environment	Higher interest rates are required as a result of excess demand, supply shocks and evidence that the neutral rate was higher than previously thought	Persistent weakness in the economy forces the Fed into a looser stance amid accusations it held rates too high for too long
1	20635									
1	20666									
1	20697		1.5	1	1.5	1	3.25	Interest rates converge on a rate similar to the long term trend growth of the US economy plus inflation, although the path towards these rates might be bumpy with long periods outside the range. Hence the low probability for a central scenario.	Strong growth or a growing lack of confidence in US public finances requires a higher neutral interest rate. Strong growth because plentiful potential alternative investments allows savers to demand higher returns and weak public finances because government needs to attract more savings.	Weak growth and persistently low generates few outside options for savings, helping the longer-term interest rate to fall to low levels.
2	19875	3.75	3.5	0.25	0	0.25		The ECB delivers a first cut in accordance to guidance	Wage growth accelerates strongly in 1Q24, and household demand picks up substantially.	
2	19905	3.5	3.25	0.25	0	0.5		ECB policymakers cut rates twice in succession as the data and their forecasts show disinflation remains on track	Wage, inflation and productivity data do not improve sufficiently for the ECB to justify two consecutive rate cuts	Sudden weakness in economic activity forces the ECB to rip up previous plans and sharply reduce rates in July
2	19936		3.15	0.25	0	0.5				
2	19967		3.05	0.25	0	0.5				
