date,Period,All items,FT core,"All items excluding energy, food, alcohol and tobacco"
2026-03-01,One year,2.49096022498996,NA,2.194483591705247
2026-02-01,One year,1.880152825256389,2.1839047887152496,2.3920064594267307
2026-01-01,One year,1.691161667002207,2.038532735074191,2.1925836111953134
2025-12-01,One year,1.9520582583189974,2.0143105916047497,2.2991998379418574
2025-11-01,One year,2.1188158961881625,2.104781410456646,2.395939086294416
2025-10-01,One year,2.1025901472828776,2.2358995445002847,2.4000813586901244
2025-09-01,One year,2.2616136919315393,2.3718009719053623,2.4047279396780104
2025-08-01,One year,2.088214322094323,2.409313596441031,2.336496275890207
2025-07-01,One year,2.070161125841323,2.4783666479378264,2.3519787299314827
2025-06-01,One year,1.9936611798384654,2.2661850952292593,2.3258196721311584
2025-05-01,One year,1.903787103377686,2.2744143357052167,2.299322521042902
2025-04-01,One year,2.080770807708078,2.3726719412968906,2.6367288083221774
2025-03-01,One year,2.2176591375769985,2.472728584929979,2.486330341483541
2025-02-01,One year,2.261978202755489,2.224600333230044,2.4612202688727978
2025-01-01,One year,2.4757582009490466,2.304558680865666,2.6340350513325643
2024-12-01,One year,2.4559585492228027,2.3388977377138307,2.736732570239344
2024-11-01,One year,2.249403959780244,2.3795240725789384,2.7218688080091766
2024-10-01,One year,1.9995855781185319,2.3104826908910168,2.673070899028926
2024-09-01,One year,1.7307493004456438,2.156550374227664,2.6569037656903833
2024-08-01,One year,2.090266222961736,2.347208759735736,2.725081228382778
2024-07-01,One year,2.541043605563115,2.676389139142146,2.796173657100821
2024-06-01,One year,2.526205450733749,2.6066680084230525,2.855938455053213
2024-05-01,One year,2.572178477690292,2.671502703351368,2.8505067567567597
2024-04-01,One year,2.4359512809743884,2.616088973044109,2.719001269572585
2024-03-01,One year,2.3646873357856015,2.84069326554153,2.8544142614601147
2024-02-01,One year,2.5192368504269003,2.9482220982255107,3.003834682573506
2024-01-01,One year,2.74509803921569,3.1796600742162564,3.2109600770630418
2023-12-01,One year,2.955297130054407,3.321485916836072,3.4891234115873306
2023-11-01,One year,2.5294930385800782,3.3520879915887045,3.7545985717377177
2023-10-01,One year,2.8011502822451755,3.7623583745520204,4.086512335615684
2023-09-01,One year,4.234633250513127,4.158317792595881,4.401004695861092
2023-08-01,One year,5.012558698263628,4.668495456143322,4.949950500494995
2023-07-01,One year,5.076365234589594,5.132976501172957,5.162502763652445
2023-06-01,One year,5.449320216646409,5.135576820340658,5.398200599800066
2023-05-01,One year,6.092670973490754,5.3083561934080965,5.338078291814943
2023-04-01,One year,6.9391421513586264,5.913761645356653,5.597139984359279
2023-03-01,One year,6.958183453237424,6.097579193513798,5.756929637526648
2023-02-01,One year,8.571755550469225,6.3856312657656344,5.661226786719191
2023-01-01,One year,8.810979125821705,6.435748142286491,5.487185277181906
2022-12-01,One year,9.242424242424251,6.515604635477118,5.247648192224862
2022-11-01,One year,10.085410085410091,6.923194725765841,5.034663029889768
2022-10-01,One year,10.628019323671491,7.045666060585107,5.01027162748231
2022-09-01,One year,9.940617577197138,6.776238855927959,4.7591808717538004
2022-08-01,One year,9.076831447290042,6.163647328536144,4.218732087584538
2022-07-01,One year,8.772558862196728,5.635036427035866,3.9053526303698503
2022-06-01,One year,8.646571394259642,5.638468781870132,3.7092500863955755
2022-05-01,One year,8.07752497893344,5.481141620927087,3.76182783291023
2022-04-01,One year,7.43063932448733,5.0912665656793,3.443892291690748
2022-03-01,One year,7.504531722054374,4.5674279654572,3.041165587419051
2022-02-01,One year,5.838178294573635,3.87257154260444,2.681151045880034
2022-01-01,One year,5.090292085807767,3.2926996748764275,2.251212191179853
2021-12-01,One year,5.018359853121169,3.4462062092716392,2.676597230303732
2021-11-01,One year,4.781169547627812,3.0953993604012875,2.504659832246029
2021-10-01,One year,4.1094210009813645,2.6909580435698754,2.12121212121213
2021-09-01,One year,3.465224870975679,2.473553071890028,1.995332555425897
2021-08-01,One year,3.1580240845416654,2.317111541440629,1.8566090611863655
2021-07-01,One year,2.348623853211011,1.59963509918144,0.9859645052778201
2021-06-01,One year,1.9965703086722137,1.5428009537084009,1.0240893750727282
2021-05-01,One year,1.9639130968454575,1.4764418284805325,0.9317493594223122
2021-04-01,One year,1.655426118945443,1.4434601832060145,0.8038210624417494
2021-03-01,One year,1.2356251529239115,1.1863547897497655,0.8042895442359221
2021-02-01,One year,0.8058608058608017,1.0797279438175704,0.9684947491248522
2021-01-01,One year,0.7325112928824423,1.2043407197269982,1.215237204954436
2020-12-01,One year,-0.25637895250884357,0.36212211446654563,0.256679500641714
2020-11-01,One year,-0.2811735941320342,0.2641828374170392,0.2452411538012472
2020-10-01,One year,-0.23252967812996908,0.2661235938041554,0.25706940874035855
2020-09-01,One year,-0.28182820732753827,0.4127821557802306,0.2573701450631713
2020-08-01,One year,-0.2206964198136425,0.473279022031323,0.31627035258286984
2020-07-01,One year,0.3683241252301991,1.190533967486319,1.1498298721107472
2020-06-01,One year,0.2702038811102909,1.0438050175935252,0.8449712475061766
2020-05-01,One year,0.08599508599507762,1.0151249092354342,0.9049241979080925
2020-04-01,One year,0.29516664616897664,1.0222996821055772,0.8577135471742497
2020-03-01,One year,0.7767229688077862,1.1900744243720645,1.0721017907634436
2020-02-01,One year,1.186063750926622,1.3004032177646105,1.144812935205947
2020-01-01,One year,1.3110698824984568,1.3081364103050737,1.015108593012275
2019-12-01,One year,1.3236021771400213,1.3469728595502133,1.2761432116270808
2019-11-01,One year,0.9004563957074184,1.2684971453041243,1.2174940898345168
2019-10-01,One year,0.8018751542067499,1.2098278999264551,1.1583924349881844
2019-09-01,One year,0.9025717111770575,1.2295479945025836,1.1238613509996485
2019-08-01,One year,1.1157946937763523,1.4476850875793636,1.089402013025461
2019-07-01,One year,1.1047666335650452,1.3228893820456609,0.9834123222748794
2019-06-01,One year,1.2308839985080129,1.3491419555632604,1.0794780545670184
2019-05-01,One year,1.2815727261415963,1.2821076961434998,0.8772969768820499
2019-04-01,One year,1.5613290032475642,1.3980637986088325,1.0807600950118723
2019-03-01,One year,1.5016894005756514,1.270532641197799,0.9154678397336774
2019-02-01,One year,1.377755511022037,1.352289843626035,0.8450368959771578
