date,Period,CPI (overall index),FT core,"Excluding energy, food, alcoholic beverages & tobacco"
2025-11-01,One year,3.247743081249083,3.28602061220334,3.1809130075945315
2025-10-01,One year,3.5588638299448263,3.5235987153507438,3.38469922194303
2025-09-01,One year,3.782736653876242,3.581224805624453,3.5200133777230502
2025-08-01,One year,3.7882568506669925,3.6751774334559943,3.589029843935379
2025-07-01,One year,3.8294851677501303,3.7621625694420757,3.762155390385696
2025-06-01,One year,3.5764898933393123,3.646389543875058,3.660009786531291
2025-05-01,One year,3.357949836097411,3.5672652311536037,3.538446210559406
2025-04-01,One year,3.5273315751618304,3.645812835192408,3.8255446916621936
2025-03-01,One year,2.5941516951063623,3.2247840587381225,3.3844576010442586
2025-02-01,One year,2.836187667763037,3.396778257626864,3.5296600894337025
2025-01-01,One year,2.9829405009088745,3.5742935180110487,3.7402147830533847
2024-12-01,One year,2.50298694817078,3.145763168455563,3.2067767023581375
2024-11-01,One year,2.622126709546101,3.4417137674444227,3.5291258711108635
2024-10-01,One year,2.2809914851065085,3.2998903471594208,3.30581097141427
2024-09-01,One year,1.680341219876201,3.0415819248938787,3.160800119186712
2024-08-01,One year,2.216283708677844,3.4099730745301358,3.5878043015835512
2024-07-01,One year,2.2344448264008334,3.3523319076169296,3.2861516126996086
2024-06-01,One year,1.9753105200307133,3.6267041816419585,3.5197277296291922
2024-05-01,One year,1.9899777622079384,3.6601894897118603,3.485716098535917
2024-04-01,One year,2.33307009944108,3.9498110423368584,3.8555026065820104
2024-03-01,One year,3.2280592845503193,4.407246176961618,4.237329316293296
2024-02-01,One year,3.4114721796515806,4.670138213799496,4.478367760326047
2024-01-01,One year,3.981114617191386,5.250341794261484,5.0532684249241715
2023-12-01,One year,3.9932685351199932,5.328026604429066,5.136293249653844
2023-11-01,One year,3.9409916807425835,5.384908886010315,5.086826149993408
2023-10-01,One year,4.599877970506892,5.78193900311841,5.660751462278183
2023-09-01,One year,6.6521767234414035,6.370685956418283,6.061059687466224
2023-08-01,One year,6.657030564848807,6.399234575718421,6.227351471683588
2023-07-01,One year,6.827214193032422,6.771777033946439,6.901030684367675
2023-06-01,One year,7.949684295227083,7.203949650860668,6.885437287447334
2023-05-01,One year,8.680682006290349,7.44014490120125,7.123983653494877
2023-04-01,One year,8.658235862574562,7.275202000401633,6.773438967336552
2023-03-01,One year,10.056877380566052,6.415760341662455,6.187703712622234
2023-02-01,One year,10.416396867742407,6.686875441373276,6.196601583845818
2023-01-01,One year,10.051523960382259,6.424312911932054,5.803907165468633
2022-12-01,One year,10.5283743731041,6.665936000396892,6.350368143597784
2022-11-01,One year,10.672012718712054,6.887600952668199,6.312618230224899
2022-10-01,One year,11.0515663498768,7.093637886261791,6.48907344195375
2022-09-01,One year,10.095627807676902,7.019383989990299,6.535125413096822
2022-08-01,One year,9.87018780389883,6.741316979541201,6.259670964873278
2022-07-01,One year,10.100901192305276,6.754456690491935,6.158447047025536
2022-06-01,One year,9.412113480784093,6.477928932550661,5.8160040820345715
2022-05-01,One year,9.082701336222451,6.397238949562675,5.90622384984298
2022-04-01,One year,9.010661677897449,6.564427083680865,6.188127787649122
2022-03-01,One year,7.023124028882184,5.990781428237524,5.711064847223104
2022-02-01,One year,6.176608090641586,5.247375587331735,5.191653208514674
2022-01-01,One year,5.455513335903229,4.815768402706299,4.3728265929191394
2021-12-01,One year,5.386045744749059,4.603552800630743,4.195416908773964
2021-11-01,One year,5.129900542744577,4.310449715535693,3.976615642386884
2021-10-01,One year,4.206211658551349,3.546136743889974,3.383417615600114
2021-09-01,One year,3.0800689553990694,2.985431224096356,2.901034781419521
2021-08-01,One year,3.196670748437106,2.9899158940822943,3.121618399574488
2021-07-01,One year,2.0399369223998773,2.124342566326942,1.8484912043918773
2021-06-01,One year,2.514182568334183,2.565909902047352,2.317295450590316
2021-05-01,One year,2.114948463112875,2.1465307676138794,2.0064065497333727
2021-04-01,One year,1.525922237896349,1.6870966443451747,1.25480764817654
2021-03-01,One year,0.7143251652337171,1.3534630634895897,1.1187718330575462
2021-02-01,One year,0.41421588932151704,1.2607389055854108,0.8762322015334046
2021-01-01,One year,0.7005804281119409,1.571253408798078,1.4368906870596576
2020-12-01,One year,0.5887664467622544,1.4997883533822303,1.4049236774751979
2020-11-01,One year,0.3150650858137788,1.3354751048282347,1.1094538356719317
2020-10-01,One year,0.6971504552253924,1.676981112161752,1.4551863505919465
2020-09-01,One year,0.5319001834456422,1.5159148518471657,1.2713742290504813
2020-08-01,One year,0.21960784313725445,1.4744239572472448,0.8583214635860925
2020-07-01,One year,1.0403060704592026,2.052989471892798,1.8237025619121008
2020-06-01,One year,0.6031519553797228,1.756769111641895,1.442017337656914
2020-05-01,One year,0.4798606736576877,1.6793285909376086,1.2057258042042374
2020-04-01,One year,0.7674226306058622,1.7591773691355477,1.4291566579148245
2020-03-01,One year,1.523307539905046,2.0198920970053873,1.6084739113377737
2020-02-01,One year,1.7095297388894548,2.019032009355354,1.6798936847227959
2020-01-01,One year,1.7692705638903263,2.0421824909016726,1.5885705686499434
2019-12-01,One year,1.3020711798911637,1.7989108559093805,1.367203904697012
2019-11-01,One year,1.474217552256677,1.9828407419567604,1.6899641409270856
2019-10-01,One year,1.4643743851595095,2.0020106454176574,1.7186033414679829
2019-09-01,One year,1.7149554617908986,2.0825785540659925,1.6699678021947175
2019-08-01,One year,1.7242673975482958,1.9283786116528727,1.516389209693619
2019-07-01,One year,2.0610954060263333,2.2564953933916243,1.9443576709359252
2019-06-01,One year,2.005462570054153,2.1759342022449655,1.7759033182346882
2019-05-01,One year,2.0206029675833954,2.1668137701997363,1.6822200392927362
2019-04-01,One year,2.1176269674860766,2.149119036503006,1.7796224698658176
2019-03-01,One year,1.907600879991619,2.173773141849988,1.83876337693223
2019-02-01,One year,1.8692836637959886,2.2333448397621436,1.8394616953546508
2019-01-01,One year,1.847948958672621,2.242489451623829,1.893699806413278
2018-12-01,One year,2.104280036977383,2.3030947787420124,1.868083811841658
2018-11-01,One year,2.3097449238214485,2.3806274469521918,1.8441352874429047
2018-10-01,One year,2.3915504307284925,2.351200689124414,1.8556582758917413
2018-09-01,One year,2.4190682889821526,2.4707975976930547,1.8850781384494628
2018-08-01,One year,2.6525991231873585,2.588313851201546,2.090642434002413
2018-07-01,One year,2.4744465436225376,2.466592260192251,1.8943814805883759
2018-06-01,One year,2.446651949963209,2.423837776878514,1.9169236700077006
2018-05-01,One year,2.420892661820369,2.393235368879214,2.085643483207819
2018-04-01,One year,2.381761843242769,2.5301003239910957,2.0915968500280617
